mOBJECTID,STATEFP,CD119FP,GEOID,GEOIDFQ,NAMELSAD,LSAD,CDSESSN,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OFFICE_ID,BIOGUIDE_ID,OFFICE_AUDIT_ID,PREFIX,FIRSTNAME,MIDDLENAME,LASTNAME,SUFFIX,LISTING_NAME,PHONE,WEBSITEURL,VACANT,CONTACTFORMURL,PHOTOURL,FACE_BOOK_URL,TWITTER_URL,YOUTUBE_URL,INSTAGRAM_URL,FLICKR_URL,PARTY,DISTRICT,STATE,VACANCY,ROOM_NUM,HOB,COMMITTEE_ASSIGNMENTS,LAST_UPDATED,Shape__Area,Shape__Length
49,06,38,0638,5001900US0638,Congressional District 38,C2,119,G5200,N,386768941,3533278,+33.9688250,-117.9710968,CA38,S001156,00009992,Ms. ,Linda,T.,Sanchez,,"Sanchez, Linda",56676,https://lindasanchez.house.gov/,N,https://lindasanchez.house.gov/contact,https://ziplook.house.gov/zip/pictures/ca38_sanchezlinda.jpg,http://www.facebook.com/RepLindaSanchez/,http://twitter.com/replindasanchez,http://www.youtube.com/user/LindaTSanchez,http://instagram.com/replindasanchez/,,D,38,,,2428,RHOB,Ways and Means,,568945383.972656,227320.004085319
50,06,06,0606,5001900US0606,Congressional District 6,C2,119,G5200,N,651427538,7098663,+38.6317192,-121.3709208,CA06,B001287,00010740,Mr. ,Ami,,Bera,,"Bera, Ami",55716,https://bera.house.gov,N,https://bera.house.gov/contact/contactform.htm,https://ziplook.house.gov/zip/pictures/ca06_bera.jpg,http://www.facebook.com/RepAmiBera,http://twitter.com/repbera,http://www.youtube.com/repamibera,https://instagram.com/repbera,http://www.flickr.com/photos/amibera,D,06,,,172,CHOB,Foreign Affairs;Intelligence (Permanent),,1080743228.41797,204918.552169739
51,06,17,0617,5001900US0617,Congressional District 17,C2,119,G5200,N,464449295,21713076,+37.4260511,-121.9649511,CA17,K000389,00010318,Mr. ,Ro,,Khanna,,"Khanna, Ro",52631,https://khanna.house.gov,N,https://khanna.house.gov/contact,https://ziplook.house.gov/zip/pictures/ca17_khanna.jpg,http://www.facebook.com/RepRoKhanna/,http://twitter.com/RepRoKhanna,http://www.youtube.com/channel/UCr4KOYv1o1oEQhy1jhhm3pQ,http://instagram.com/reprokhanna/,,D,17,,,306,CHOB,Armed Services;Oversight and Gov Reform;Sel Comm Strategic Comp Us Chi,,772240000.351563,198040.42117026
52,06,18,0618,5001900US0618,Congressional District 18,C2,119,G5200,N,11843791771,90538002,+36.4786923,-121.1929124,CA18,L000397,00010751,Ms. ,Zoe,,Lofgren,,"Lofgren, Zoe",53072,https://lofgren.house.gov/,N,https://lofgren.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ca18_lofgren.jpg,http://www.facebook.com/zoelofgren,http://twitter.com/repzoelofgren,http://www.youtube.com/user/RepZoeLofgren,,,D,18,,,1401,LHOB,"Science, Space, and Technology;the Judiciary",,18497224798.0625,1167277.6028968
53,06,47,0647,5001900US0647,Congressional District 47,C2,119,G5200,N,448294833,286926716,+33.6342393,-117.8919200,CA47,M001241,00010977,Mr. ,Dave,,Min,,"Min, Dave",55611,https://min.house.gov/,N,https://min.house.gov/contact,https://ziplook.house.gov/zip/pictures/ca47_min.jpg,,,,,,D,47,,,1034,LHOB,Natural Resources;Oversight and Gov Reform,,1063347527.45703,247046.958214835
54,06,48,0648,5001900US0648,Congressional District 48,C2,119,G5200,N,9362006910,51036279,+33.0837505,-116.6376897,CA48,I000056,00010772,Mr. ,Darrell,,Issa,,"Issa, Darrell",55672,https://issa.house.gov,N,https://issa.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ca48_issa.jpg,https://www.facebook.com/congressmandarrellissa,https://x.com/repdarrellissa,,https://www.instagram.com/repdarrellissa/,,R,48,,,2108,RHOB,"Foreign Affairs;Science, Space, and Technology;the Judiciary",,13445486962.8594,915553.748560997
55,06,25,0625,5001900US0625,Congressional District 25,C2,119,G5200,N,30965567065,1025871477,+33.6133112,-115.3445501,CA25,R000599,00010757,Mr. ,Raul,,Ruiz,,"Ruiz, Raul",55330,https://ruiz.house.gov,N,https://ruiz.house.gov/address_authentication?form=/contact/email,https://ziplook.house.gov/zip/pictures/ca25_ruiz.jpg,http://www.facebook.com/CongressmanRaulRuizMD,http://twitter.com/CongressmanRuiz,http://www.youtube.com/user/RepRaulRuiz,http://instagram.com/repraulruizmd/,,D,25,,,2342,RHOB,Energy and Commerce,,46301842282.0586,1894894.17501742
56,06,37,0637,5001900US0637,Congressional District 37,C2,119,G5200,N,136664154,173654,+34.0096865,-118.3252030,CA37,K000400,00010765,Ms. ,Sydney,,Kamlager-Dove,,"Kamlager-Dove, Sydney",57084,https://kamlager-dove.house.gov,N,https://kamlager-dove.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ca37_kamlager.jpg,https://www.facebook.com/RepKamlagerDove/,https://x.com/RepKamlagerDove,,https://www.instagram.com/rep_kamlagerdove/,,D,37,,,1419,LHOB,Foreign Affairs;Natural Resources,,199644899.96875,92168.9341268806
57,06,41,0641,5001900US0641,Congressional District 41,C2,119,G5200,N,3437351058,47977795,+33.6304178,-116.5822901,CA41,C000059,00010768,Mr. ,Ken,,Calvert,,"Calvert, Ken",51986,https://calvert.house.gov/,N,https://calvert.house.gov/zip_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/ca41_calvert.jpg,http://www.facebook.com/home.php#/pages/Congressman-Ken-Calvert/70063393423,http://twitter.com/KenCalvert,http://www.youtube.com/RepKenCalvert,https://www.instagram.com/repkencalvert/,,R,41,,,2205,RHOB,Appropriations,,5052726446,1027498.67115199
58,06,42,0642,5001900US0642,Congressional District 42,C2,119,G5200,N,549841260,1171994926,+33.3673364,-118.4807090,CA42,G000598,00010769,Mr. ,Robert,,Garcia,,"Garcia, Robert",57924,https://robertgarcia.house.gov,N,https://robertgarcia.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ca42_garcia.jpg,https://facebook.com/reprobertgarcia/,https://x.com/RepRobertGarcia,,https://instagram.com/RepRobertGarcia,,D,42,,,1305,LHOB,Homeland Security;Oversight and Gov Reform,,2470241060.22656,472744.509911107
59,06,15,0615,5001900US0615,Congressional District 15,C2,119,G5200,N,301072298,290950223,+37.5890673,-122.3166841,CA15,M001225,00010749,Mr. ,Kevin,,Mullin,,"Mullin, Kevin",53531,https://kevinmullin.house.gov,N,https://kevinmullin.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ca15_mullin.jpg,https://www.facebook.com/CongressmanKevinMullin,https://x.com/RepKevinMullin,https://www.youtube.com/channel/UCAenuXjUZagZyD4HQL7_2ZA,https://www.instagram.com/repkevinmullin,,D,15,,,1404,LHOB,"Natural Resources;Science, Space, and Technology",,944670229.738281,179456.347319732
60,06,04,0604,5001900US0604,Congressional District 4,C2,119,G5200,N,9790272216,380698790,+38.7356434,-122.3312293,CA04,T000460,00010738,Mr. ,Mike,,Thompson,,"Thompson, Mike",53311,https://mikethompson.house.gov/,N,https://mikethompsonforms.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ca05_thompsonmike.jpg,https://www.facebook.com/RepMikeThompson/,https://twitter.com/RepThompson,https://www.youtube.com/user/CongressmanMThompson,https://www.instagram.com/repmikethompson/,,D,04,,,268,CHOB,Ways and Means,,16733010770.8438,1096647.35414626
61,06,28,0628,5001900US0628,Congressional District 28,C2,119,G5200,N,2040519541,4744578,+34.2803329,-117.8661408,CA28,C001080,00010759,Ms. ,Judy,,Chu,,"Chu, Judy",55464,https://chu.house.gov/,N,https://chu.house.gov/contact,https://ziplook.house.gov/zip/pictures/ca28_chu.jpg,https://www.facebook.com/RepJudyChu,https://twitter.com/RepJudyChu,https://www.youtube.com/user/RepJudyChu,https://www.instagram.com/repjudychu,https://www.flickr.com/photos/repjudychu/,D,28,,,2423,RHOB,Small Business;Ways and Means,,3002432192.5,534875.7754564
62,06,29,0629,5001900US0629,Congressional District 29,C2,119,G5200,N,334032784,920614,+34.2877538,-118.3896945,CA29,R000620,00010973,Ms. ,Luz,M.,Rivas,,"Rivas, Luz",56131,https://rivas.house.gov/,N,https://rivas.house.gov/contact,https://ziplook.house.gov/zip/pictures/ca29_rivas.jpg,https://www.facebook.com/congresswomanluzrivas,https://x.com/RepLuzRivas,,https://www.instagram.com/RepLuzRivas/,,D,29,,,1319,LHOB,Energy and Commerce,,491878692.679688,187067.5057571
63,06,02,0602,5001900US0602,Congressional District 2,C2,119,G5200,N,33769653017,4120898805,+40.0715357,-123.4644363,CA02,H001068,00009882,Mr. ,Jared,,Huffman,,"Huffman, Jared",55161,https://huffman.house.gov,N,https://huffman.house.gov/contact/email-me,https://ziplook.house.gov/zip/pictures/ca02_huffman.jpg,https://www.facebook.com/RepHuffman,https://twitter.com/RepHuffman,https://www.youtube.com/user/RepHuffman,https://www.instagram.com/rephuffman/,,D,02,,,2445,RHOB,Natural Resources;Transportation,,64867680501.6875,2164563.9356042
64,06,40,0640,5001900US0640,Congressional District 40,C2,119,G5200,N,1013148352,5365357,+33.7513703,-117.6661035,CA40,K000397,00010767,Mrs.,Young,,Kim,,"Kim, Young",54111,https://youngkim.house.gov,N,https://youngkim.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ca40_kim.jpg,https://www.facebook.com/RepYoungKim,https://x.com/RepYoungKim,https://www.youtube.com/@RepYoungKim,https://www.instagram.com/repyoungkim/,,R,40,,,1306,LHOB,Financial Services;Foreign Affairs,,1477195245.82422,356613.046847566
65,06,10,0610,5001900US0610,Congressional District 10,C2,119,G5200,N,1391885167,61046055,+37.8910774,-121.8930556,CA10,D000623,00010744,Mr. ,Mark,,DeSaulnier,,"DeSaulnier, Mark",52095,https://desaulnier.house.gov/,N,https://desaulnier.house.gov/connect,https://ziplook.house.gov/zip/pictures/ca10_desaulnier.jpg,https://www.facebook.com/RepMarkDeSaulnier,https://twitter.com/RepDeSaulnier,https://www.facebook.com/RepMarkDeSaulnier,https://instagram.com/repdesaulnier/,,D,10,,,503,CHOB,Education and Workforce;Ethics;Transportation,,2336908299.65625,358288.926643856
66,06,07,0607,5001900US0607,Congressional District 7,C2,119,G5200,N,1762367950,68768947,+38.3615998,-121.3821071,CA07,M001163,00010741,Ms. ,Doris,O.,Matsui,,"Matsui, Doris",57163,https://matsui.house.gov,N,https://matsuiforms.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ca07_matsui.jpg,https://www.facebook.com/doris.matsui,https://twitter.com/dorismatsui,,,,D,07,,,2311,RHOB,Energy and Commerce,,2982804908.80859,390389.332035786
67,06,22,0622,5001900US0622,Congressional District 22,C2,119,G5200,N,11170799040,19732995,+35.7735727,-119.5297371,CA22,V000129,00010755,Mr. ,David,G.,Valadao,,"Valadao, David",54695,https://valadao.house.gov,N,https://valadao.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ca22_valadao.jpg,https://facebook.com/CongressmanDavidValadao,https://twitter.com/RepDavidValadao,,,,R,22,,,2465,RHOB,Appropriations;the Budget,,17037653142.0313,829245.859035782
68,06,21,0621,5001900US0621,Congressional District 21,C2,119,G5200,N,2308475715,5754295,+36.5538762,-119.4732987,CA21,C001059,00010754,Mr. ,Jim,,Costa,,"Costa, Jim",53341,https://costa.house.gov/,N,https://costa.house.gov/zip_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/ca21_costa.jpg,http://www.facebook.com/RepJimCosta,http://twitter.com/repjimcosta,http://www.youtube.com/RepJimCostaCA20,https://www.instagram.com/repjimcosta/?hl=en,http://www.flickr.com/photos/congressmancosta/,D,21,,,2081,RHOB,Agriculture;Foreign Affairs,,3593470178.36328,481087.004547546
69,06,11,0611,5001900US0611,Congressional District 11,C2,119,G5200,N,107152325,479611111,+37.7272391,-123.0322294,CA11,P000197,00010745,Ms. ,Nancy,,Pelosi,,"Pelosi, Nancy",54965,https://pelosi.house.gov/,N,https://pelosi.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/ca11_pelosi.jpg,http://www.facebook.com/NancyPelosi,,http://www.youtube.com/user/nancypelosi,https://www.instagram.com/SpeakerPelosi/,,D,11,,,1236,LHOB,,,940399348.132813,211182.841261226
70,06,43,0643,5001900US0643,Congressional District 43,C2,119,G5200,N,186938591,617273,+33.9106086,-118.3104728,CA43,W000187,00009996,Ms. ,Maxine,,Waters,,"Waters, Maxine",52201,https://waters.house.gov,N,https://waters.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ca43_waters.jpg,http://www.facebook.com/MaxineWaters,http://twitter.com/MaxineWaters,http://www.youtube.com/user/MaxineWaters,http://instagram.com/repmaxinewaters/,,D,43,,,2221,RHOB,Financial Services,,273009786.144531,132095.934858725
71,06,51,0651,5001900US0651,Congressional District 51,C2,119,G5200,N,491909233,2916068,+32.8347562,-117.0831936,CA51,J000305,00010774,Ms. ,Sara,,Jacobs,,"Jacobs, Sara",52040,https://sarajacobs.house.gov,N,https://sarajacobs.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ca51_jacobs.jpg,https://www.facebook.com/RepSaraJacobs/,https://twitter.com/Repsarajacobs,,https://www.instagram.com/repsarajacobs,,D,51,,,1314,LHOB,Armed Services;Foreign Affairs,,702869815.59375,278651.829061405
72,06,26,0626,5001900US0626,Congressional District 26,C2,119,G5200,N,4441534808,311318849,+34.4549598,-119.0699499,CA26,B001285,00009887,Ms. ,Julia,,Brownley,,"Brownley, Julia",55811,https://juliabrownley.house.gov,N,https://juliabrownley.house.gov/contact/email-me/,https://ziplook.house.gov/zip/pictures/ca26_brownley.jpg,http://www.facebook.com/RepJuliaBrownley,https://twitter.com/JuliaBrownley26,http://www.youtube.com/RepJuliaBrownley,https://www.instagram.com/RepBrownley/,,D,26,,,2262,RHOB,Transportation;Veterans' Affairs,,7007097191.82031,552329.249885875
73,06,19,0619,5001900US0619,Congressional District 19,C2,119,G5200,N,7294858202,1988282455,+36.8677125,-121.7525021,CA19,P000613,00010752,Mr. ,Jimmy,,Panetta,,"Panetta, Jimmy",52861,https://panetta.house.gov,N,https://panetta.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ca19_panetta.jpg,https://www.facebook.com/RepJimmyPanetta/,https://x.com/RepJimmyPanetta,https://www.youtube.com/channel/UCmw-aERG51C96edMDPN7fXQ,https://instagram.com/repjimmypanetta/,,D,19,,,304,CHOB,Armed Services;the Budget;Ways and Means,,14297955279.6719,1343153.7155623
74,08,03,0803,5001900US0803,Congressional District 3,C2,119,G5200,N,129370970050,353187540,+38.4582100,-106.8835657,CO03,H001100,00010978,Mr. ,Jeff,,Hurd,,"Hurd, Jeff",54676,https://hurd.house.gov/,N,https://hurd.house.gov/contact,https://ziplook.house.gov/zip/pictures/co03_hurd.jpg,https://www.facebook.com/RepJeffHurd,https://x.com/RepJeffHurd,,https://www.instagram.com/repjeffhurd/,,R,03,,,1641,LHOB,Natural Resources;Oversight and Gov Reform,,212065683339.551,2967713.54475239
75,08,01,0801,5001900US0801,Congressional District 1,C2,119,G5200,N,398601209,4281287,+39.7618502,-104.8811054,CO01,D000197,00004984,Ms. ,Diana,,DeGette,,"DeGette, Diana",54431,https://degette.house.gov,N,https://degette.house.gov/contact/e-mail-diana,https://ziplook.house.gov/zip/pictures/co01_degette.jpg,http://www.facebook.com/DianaDeGette,http://twitter.com/RepDianaDeGette,http://www.youtube.com/user/RepDianaDeGette,http://instagram.com/repdianadegette/,,D,01,,,2111,RHOB,Energy and Commerce,,682632192.480469,309896.881897498
76,08,08,0808,5001900US0808,Congressional District 8,C2,119,G5200,N,2616076559,55440508,+40.1777459,-104.8094619,CO08,E000300,00010981,Mr. ,Gabe,,Evans,,"Evans, Gabe",55625,https://gabeevans.house.gov/,N,https://gabeevans.house.gov/contact,https://ziplook.house.gov/zip/pictures/co08_evans.jpg,https://www.facebook.com/RepGabeEvans/,https://x.com/repgabeevans,https://www.youtube.com/@CongressmanGabeEvans,https://www.instagram.com/RepGabeEvans/,,R,08,,,1229,LHOB,"Agriculture;Science, Space, and Technology",,4581615410.35547,527950.06684907
77,08,05,0805,5001900US0805,Congressional District 5,C2,119,G5200,N,3811938394,6614048,+38.8072738,-104.6617431,CO05,C001137,00010980,Mr. ,Jeff,,Crank,,"Crank, Jeff",54422,https://crank.house.gov/,N,https://crank.house.gov/contact,https://ziplook.house.gov/zip/pictures/co05_crank.jpg,https://www.facebook.com/RepJeffCrank,https://x.com/RepJeffCrank,,https://www.instagram.com/repjeffcrank/,,R,05,,,1029,LHOB,Armed Services;Natural Resources,,6298747180.92969,376433.94878206
78,08,06,0806,5001900US0806,Congressional District 6,C2,119,G5200,N,794278607,11206555,+39.6805811,-104.7841143,CO06,C001121,00010435,Mr. ,Jason,,Crow,,"Crow, Jason",57882,https://crow.house.gov/,N,https://crow.house.gov/contact/email-me,https://ziplook.house.gov/zip/pictures/co06_crow.jpg,http://www.facebook.com/RepJasonCrow,http://x.com/repjasoncrow,,http://instagram.com/repjasoncrow/,,D,06,,,1323,LHOB,Foreign Affairs;Intelligence (Permanent),,1361566112.84375,418545.788890873
79,08,04,0804,5001900US0804,Congressional District 4,C2,119,G5200,N,83237057522,408676809,+39.3183492,-103.2487264,CO04,B000825,00010979,Ms.,Lauren,,Boebert,,"Boebert, Lauren",54761,https://boebert.house.gov,N,https://boebertforms.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/co03_boebert.jpg,https://facebook.com/RepBoebert,https://x.com/RepBoebert,https://youtube.com/c/RepBoebert,https://instagram.com/RepBoebert,,R,04,,,1713,LHOB,Foreign Affairs;the Judiciary,,140077950128.621,2460153.19353964
80,08,02,0802,5001900US0802,Congressional District 2,C2,119,G5200,N,29642600086,245280165,+40.2958195,-106.2068614,CO02,N000191,00010434,Mr. ,Joe,,Neguse,,"Neguse, Joe",52161,https://neguse.house.gov/,N,https://neguse.house.gov/contact,https://ziplook.house.gov/zip/pictures/co02_neguse.jpg,https://www.facebook.com/RepJoeNeguse/,https://twitter.com/RepJoeNeguse,https://www.youtube.com/channel/UCukNKhsFrzM-LFtp43XPQtg,https://www.instagram.com/repjoeneguse/,,D,02,,,2400,LHOB,Natural Resources;Rules;the Judiciary,,51437100227.957,1406223.59405784
81,08,07,0807,5001900US0807,Congressional District 7,C2,119,G5200,N,18547451091,100854506,+38.8868093,-105.6358333,CO07,P000620,00010776,Ms. ,Brittany,,Pettersen,,"Pettersen, Brittany",52645,https://pettersen.house.gov,N,https://pettersen.house.gov/contact/,https://ziplook.house.gov/zip/pictures/co07_pettersen.jpg,https://facebook.com/repbrittanypettersen,https://twitter.com/reppettersen,,https://instagram.com/reppettersen,,D,07,,,1230,LHOB,Financial Services,,30805497615.7578,1260228.73157922
82,09,03,0903,5001900US0903,Congressional District 3,C2,119,G5200,N,1227479568,70308671,+41.3720752,-072.8926586,CT03,D000216,00000769,Ms. ,Rosa,L.,DeLauro,,"DeLauro, Rosa",53661,https://delauro.house.gov/,N,https://delauro.house.gov/zip_authentication?form=/contact/email,https://ziplook.house.gov/zip/pictures/ct03_delauro.jpg,https://www.facebook.com/CongresswomanRosaDeLauro?v=wall,https://twitter.com/@rosadelauro,https://www.youtube.com/rosadelauro,https://www.instagram.com/reprosadelauro,https://www.flickr.com/photos/rosadelauro/,D,03,,,2413,RHOB,Appropriations,,2306544422.30469,351051.851459258
83,09,01,0901,5001900US0901,Congressional District 1,C2,119,G5200,N,1700162748,51097604,+41.9286112,-073.0176292,CT01,L000557,00005901,Mr. ,John,B.,Larson,,"Larson, John",52265,https://larson.house.gov/,N,https://larson.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ct01_larson.jpg,https://www.facebook.com/RepJohnLarson,https://twitter.com/repjohnlarson,https://www.youtube.com/user/RepJohnLarson,https://instagram.com/RepJohnBLarson/,http://www.youtube.com/user/RepJohnLarson,D,01,,,1501,LHOB,Ways and Means,,3154961013.11719,484303.963214528
84,09,05,0905,5001900US0905,Congressional District 5,C2,119,G5200,N,3227451435,88588296,+41.6943231,-073.2099985,CT05,H001081,00010436,Mrs.,Jahana,,Hayes,,"Hayes, Jahana",54476,https://hayes.house.gov,N,https://hayes.house.gov/email-me,https://ziplook.house.gov/zip/pictures/ct05_hayes.jpg,http://www.facebook.com/RepJahanaHayes,http://twitter.com/RepJahanaHayes,http://www.youtube.com/channel/UCXngpVME5LZjcdXxZQxSDQA,http://instagram.com/repjahanahayes/,,D,05,,,2458,RHOB,Agriculture;Education and Workforce,,5951414229.37891,569781.308991854
85,09,04,0904,5001900US0904,Congressional District 4,C2,119,G5200,N,1152155055,211860342,+41.1902815,-073.3933562,CT04,H001047,00008281,Mr. ,James,A.,Himes,,"Himes, James",55541,https://himes.house.gov/,N,https://himes.house.gov/contact-me,https://ziplook.house.gov/zip/pictures/ct04_himes.jpg,https://www.facebook.com/CongressmanJimHimes,https://twitter.com/jahimes,https://www.youtube.com/user/congressmanhimes,https://www.instagram.com/repjimhimes,,D,04,,,2137,RHOB,Financial Services;Intelligence (Permanent),,2410967579.25781,302632.723278745
